,Country,Mon,Tue,Wed,Thu,Fri,Sat,Sun
0,Netherlands,0.5760102763993997,1.2892594779941187,1.3181512462743725,1.1575398459159654,1.1612746959480345,0.9860129628690135,0.6266857713756162
0,NewZealand,0.9176564401612504,1.2070258888326197,0.8433911672090811,1.3704768038848885,1.4330788770893768,0.6505997927919621,0.8876648369728667
0,Nicaragua,0.0,0.09292035398230089,6.225663716814159,0.5526315789473684,0.030973451327433628,0.09292035398230089,0.0
0,Niger,1.1060938100730489,1.1909744785129401,0.8184509840250329,1.2404947916666667,0.8925925616117004,0.7662814037814039,0.6116915422885573
0,Nigeria,1.1690847825739228,1.0541980355819291,0.8866922232664561,1.0303439391787943,1.010592270281284,0.9943589170766656,0.9048397466315321
0,NorthMacedonia,1.086422384434962,0.9663638374865945,1.1927770871561165,0.9764456803262236,1.1670335946316044,0.9105459181214669,0.8893464534287053
0,Norway,0.6923060034333519,0.4209581995720018,4.249572427065066,1.0846754540016517,0.46497903411206887,0.110135829104157,0.0668521711703806
0,Oman,1.0723383419537456,0.9463592033277682,1.0046600798915348,0.9167826315167897,0.2450226310501861,0.21983908850095454,2.470479265505326
0,Pakistan,1.067573470456194,1.0772243961495078,1.0732756514149415,1.1254575904584385,1.0399096094024425,0.8821158218190034,0.7990335303081995
0,Palau,4.375,0.0,0.0,0.7,2.3333333333333335,0.0,0.0
0,Panama,0.8956134978954139,1.090643166918371,1.1007907277840308,0.9954684719494096,1.0657098631344755,0.9187505010797865,0.9886503379105084
0,PapuaNewGuinea,1.3043871210554678,0.8831210149308704,1.0220507189348371,1.4971947841436488,1.0490622486675119,0.34787049109083007,0.6702245054907302
0,Paraguay,1.4592997188438375,0.962426552230581,0.8640037693656286,0.8241477149234734,1.235892688146431,0.9157042870573209,0.7473802435652263
0,Peru,0.9131103126773829,1.0116636367551943,1.0363532904363149,1.0164499959804272,1.0017383433595626,0.9944040931350538,1.09806455751903
0,Philippines,0.6457866240169895,0.7913250641298806,1.1126953297900466,1.1593466038758506,1.3545692889217826,1.1233314780342925,0.9972368725372288
0,Poland,0.2767206748943974,1.259523233077385,1.4680825515787368,1.4108929968731438,1.1939506974882201,1.138580845253417,0.38764763878875014
0,Portugal,0.9016901428163789,1.241917970473908,1.0244012231597894,1.0759936925525908,1.0925884968866382,0.939880870642454,0.8520943802801322
0,Qatar,1.2074814448716722,0.8797678387625869,1.1164317515106594,0.9685365485807989,1.1611151794270478,0.8221754543575499,0.9941995695452707
0,Romania,0.8709199468437682,1.289081171187235,1.0950553897298103,1.051334454820756,1.0259927658622197,0.9737376507635545,0.820141231355682
0,Russia,0.847152619841654,1.0649150009796895,1.1042696190524055,1.0989971124780418,1.064049493930329,1.0269931321074837,0.9536832065609117
0,Rwanda,0.8893913572067749,1.0531661690035943,1.0803123813530726,1.2241483509646942,0.8686410204159167,1.0733700949969844,0.9931004790504686
0,SaintKittsandNevis,1.8666666666666667,0.7777777777777778,1.728125,1.3935185185185186,0.6481481481481483,0.3888888888888889,0.0
0,SaintLucia,1.0160224518433474,0.8814879564879564,1.3668149788324422,0.9218932501190565,1.4497311330644662,0.6988367127153892,0.43737373737373736
0,SaintVincentandtheGrenadines,0.7066666666666667,1.6791666666666667,0.8549836601307189,1.068888888888889,0.8281297826752372,0.6666666666666666,0.9663636363636363
0,Samoa,1.263888888888889,1.0416666666666667,0.19444444444444445,0.7777777777777778,2.159090909090909,0.6363636363636364,0.6787878787878788
0,SanMarino,1.4596899224806201,0.6981060606060606,1.5258838383838382,0.4381481481481482,1.3801234567901235,0.5647727272727273,0.7388888888888889
0,SaoTomeandPrincipe,1.10479797979798,1.238888888888889,1.178921568627451,1.0146464646464646,1.0174019607843139,0.9950980392156863,0.42338709677419356
0,SaudiArabia,0.9660237028386772,1.038735802221411,1.0004154678883332,0.9792967916788653,1.0322063336596126,0.9837110593736554,1.0351982590600521
0,Senegal,0.7920204053675929,1.1029807042564541,1.2910007815145623,0.9052840124767275,0.893257272526004,1.1401854470968806,1.0256472064810431
0,Serbia,0.986727073011946,1.0175924680313269,0.9589424782385336,1.010899735711587,1.0202315092564107,1.0158810199636126,1.06105479269931
0,Seychelles,1.074354657687991,0.9092424242424242,1.0400641025641026,1.8905895691609977,0.7440476190476191,0.28823529411764703,0.7924528301886793
0,SierraLeone,0.527124183006536,1.3565508021390376,0.972638146167558,1.2985714285714287,1.6444246385422856,0.5871416871416872,0.5907657657657658
0,Singapore,1.1907077679866716,0.9075871071861819,0.8826741806598979,0.9294655469510118,0.8628636395660481,1.5681863491007002,0.7222079246196946
0,Slovakia,0.7998242119427028,1.1493101893213824,1.403555703449631,1.0589415998312661,1.1429299747970898,0.9276842616516503,0.6088460549486306
0,Slovenia,1.0278154183762438,0.9696905801165545,1.0820120972660219,0.9754089997313573,1.0480261703508649,1.0621833302521293,1.02455059983446
0,SolomonIslands,1.2797474009096816,1.9645833333333333,0.6838891700404859,1.6606410803885983,0.45036764705882354,0.23442513368983958,0.8045410839160839
0,Somalia,1.0957955206886982,1.1676894465179604,1.0426211915756705,0.9236314608313131,0.540086517664023,0.9256263475399296,1.20068447071274
0,SouthAfrica,0.851277488942265,1.21936821495408,1.2463969311682053,1.2570707299039385,1.2046156670562993,0.7852409551339846,0.5939754752436289
0,SouthSudan,0.8483612722974424,1.5607323232323231,0.666260162601626,1.9713101938711697,1.1446969696969698,0.563882107520215,0.2825925925925926
0,Spain,1.413097503913568,1.5369185485127963,1.2771681754686381,1.0384083432123603,1.5010108727713931,0.19408791384249502,0.12515890838824664
0,SriLanka,1.233129997495481,0.8903174004045428,0.9387728121042112,0.9862125145128787,1.0190433475057055,1.0302258383933838,0.9134741241121106
0,Sudan,1.7635174460118106,1.2402320740003792,1.2407803059923834,0.7322337827235069,0.4839976156867538,0.6321964740891668,0.5882636387605916
0,Suriname,1.2008469797300032,1.7670509317450147,0.7191362675848967,0.9154199510865559,0.9015615658168157,0.8823008803145913,0.6385213677323055
0,Sweden,0.2053370034661175,1.9265723420355636,2.021923264577711,1.7355751140442128,1.0968178547298733,0.1002356658287828,0.06674391706717826
0,Switzerland,1.3509463711437697,1.1433508223767075,1.278193280645571,1.0519073743782223,0.9503858895418991,0.5611228335109929,0.7888327014483605
