,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio,Date
3986,England,United Kingdom,2022-01-10 04:22:07,52.3555,-1.1743,12254123,130577.0,,,"England, United Kingdom",21891.27537640325,1.0655760514236718,2022-01-09
3957,England,United Kingdom,2021-01-11 05:21:50,52.3555,-1.1743,2664129,71039.0,0.0,2593090.0,"England, United Kingdom",4759.310933737307,2.66650000807018,2021-01-10
3986,England,United Kingdom,2022-01-11 04:22:01,52.3555,-1.1743,12370121,130632.0,,,"England, United Kingdom",22098.49903174864,1.0560284737715986,2022-01-10
3957,England,United Kingdom,2021-01-12 05:22:15,52.3555,-1.1743,2705964,71534.0,0.0,2634430.0,"England, United Kingdom",4834.046719021316,2.643568059294211,2021-01-11
3986,England,United Kingdom,2022-01-12 04:21:44,52.3555,-1.1743,12469614,130990.0,,,"England, United Kingdom",22276.237468112016,1.0504735752044931,2022-01-11
3957,England,United Kingdom,2021-01-13 05:22:15,52.3555,-1.1743,2747085,72685.0,0.0,2674400.0,"England, United Kingdom",4907.506984986745,2.645895558382795,2021-01-12
3986,England,United Kingdom,2022-01-13 08:00:09,52.3555,-1.1743,12585787,131351.0,,,"England, United Kingdom",22483.773750741373,1.0436455026610574,2022-01-12
3957,England,United Kingdom,2021-01-14 05:22:32,52.3555,-1.1743,2789983,74085.0,0.0,2715898.0,"England, United Kingdom",4984.141757715642,2.655392523897099,2021-01-13
3986,England,United Kingdom,2022-01-14 04:21:54,52.3555,-1.1743,12680151,131635.0,,,"England, United Kingdom",22652.349528022125,1.038118552373706,2022-01-13
3957,England,United Kingdom,2021-01-15 05:22:24,52.3555,-1.1743,2834341,75199.0,0.0,2759142.0,"England, United Kingdom",5063.384735213623,2.653138771940285,2021-01-14
3986,England,United Kingdom,2022-01-15 04:21:07,52.3555,-1.1743,12766944,131856.0,,,"England, United Kingdom",22807.40015577771,1.03279218581988,2022-01-14
3958,England,United Kingdom,2021-01-16 05:22:40,52.3555,-1.1743,2885082,76338.0,0.0,2808744.0,"England, United Kingdom",5154.030569589047,2.645955990159032,2021-01-15
3986,England,United Kingdom,2022-01-16 04:21:12,52.3555,-1.1743,12840532,132122.0,,,"England, United Kingdom",22938.860821906062,1.028944906644055,2022-01-15
3958,England,United Kingdom,2021-01-17 05:22:17,52.3555,-1.1743,2922841,77478.0,0.0,2845363.0,"England, United Kingdom",5221.484818819091,2.650777103509907,2021-01-16
3986,England,United Kingdom,2022-01-17 04:21:08,52.3555,-1.1743,12906041,132201.0,,,"England, United Kingdom",23055.888826164937,1.0243342633112664,2022-01-16
3958,England,United Kingdom,2021-01-18 05:22:34,52.3555,-1.1743,2958104,78076.0,0.0,2880028.0,"England, United Kingdom",5284.480109758973,2.639393341140136,2021-01-17
3986,England,United Kingdom,2022-01-18 04:21:04,52.3555,-1.1743,12979908,132264.0,,,"England, United Kingdom",23187.84790950601,1.0189902732746643,2022-01-17
3958,England,United Kingdom,2021-01-19 05:22:15,52.3555,-1.1743,2992238,78636.0,0.0,2913602.0,"England, United Kingdom",5345.458508106872,2.627999510734106,2021-01-18
3986,England,United Kingdom,2022-01-19 04:21:23,52.3555,-1.1743,13064494,132664.0,,,"England, United Kingdom",23338.955860600392,1.015454559510686,2022-01-18
3958,England,United Kingdom,2021-01-20 05:21:54,52.3555,-1.1743,3022609,80143.0,0.0,2942466.0,"England, United Kingdom",5399.714526628699,2.6514511139217807,2021-01-19
3986,England,United Kingdom,2022-01-20 04:21:07,52.3555,-1.1743,13160429,132965.0,,,"England, United Kingdom",23510.338137670336,1.0103394045893184,2022-01-19
3958,England,United Kingdom,2021-01-21 05:22:01,52.3555,-1.1743,3057670,81805.0,0.0,2975865.0,"England, United Kingdom",5462.348956360804,2.6754031664633526,2021-01-20
3986,England,United Kingdom,2022-01-21 04:21:09,52.3555,-1.1743,13255586,133245.0,,,"England, United Kingdom",23680.330563157862,1.00519886484083,2022-01-20
3959,England,United Kingdom,2021-01-22 05:22:10,52.3555,-1.1743,3092041,82939.0,0.0,3009102.0,"England, United Kingdom",5523.750741373274,2.6823383001713106,2021-01-21
3986,England,United Kingdom,2022-01-22 04:21:13,52.3555,-1.1743,13341488,133500.0,,,"England, United Kingdom",23833.78947142765,1.0006380097932104,2022-01-21
3959,England,United Kingdom,2021-01-23 05:22:03,52.3555,-1.1743,3129156,84190.0,0.0,3044966.0,"England, United Kingdom",5590.054522198324,2.690501847782597,2021-01-22
3986,England,United Kingdom,2022-01-23 04:21:13,52.3555,-1.1743,13413441,133762.0,,,"England, United Kingdom",23962.329305502957,0.9972236057846752,2022-01-22
3959,England,United Kingdom,2021-01-24 05:22:35,52.3555,-1.1743,3159652,85423.0,0.0,3074229.0,"England, United Kingdom",5644.533845922983,2.703557227188311,2021-01-23
3986,England,United Kingdom,2022-01-24 04:21:12,52.3555,-1.1743,13482354,133820.0,,,"England, United Kingdom",24085.438357045365,0.9925566410732132,2022-01-23
3959,England,United Kingdom,2021-01-25 05:22:16,52.3555,-1.1743,3187232,85974.0,0.0,3101258.0,"England, United Kingdom",5693.803905875964,2.697450326803948,2021-01-24
3986,England,United Kingdom,2022-01-25 04:21:05,52.3555,-1.1743,13558510,133864.0,,,"England, United Kingdom",24221.48660526072,0.9873061272956984,2022-01-24
3959,England,United Kingdom,2021-01-26 05:22:02,52.3555,-1.1743,3207381,86522.0,0.0,3120859.0,"England, United Kingdom",5729.798918130953,2.697590339283048,2021-01-25
3986,England,United Kingdom,2022-01-26 04:21:07,52.3555,-1.1743,13642522,134273.0,,,"England, United Kingdom",24371.56913886368,0.9842241779049358,2022-01-25
3959,England,United Kingdom,2021-01-27 05:23:41,52.3555,-1.1743,3225301,88042.0,0.0,3137259.0,"England, United Kingdom",5761.811952009032,2.729729721350038,2021-01-26
3986,England,United Kingdom,2022-01-27 04:21:19,52.3555,-1.1743,13732435,134573.0,,,"England, United Kingdom",24532.193464481967,0.9799645874894,2022-01-26
3959,England,United Kingdom,2021-01-28 05:22:24,52.3555,-1.1743,3248215,89610.0,0.0,3158605.0,"England, United Kingdom",5802.746475350678,2.7587459573950617,2021-01-27
3986,England,United Kingdom,2022-01-28 04:21:09,52.3555,-1.1743,13817017,134875.0,,,"England, United Kingdom",24683.29426980985,0.9761513646541796,2022-01-27
3959,England,United Kingdom,2021-01-29 05:22:23,52.3555,-1.1743,3274397,90698.0,0.0,3183699.0,"England, United Kingdom",5849.519089915179,2.769914582746075,2021-01-28
3986,England,United Kingdom,2022-01-29 04:21:10,52.3555,-1.1743,13895065,135122.0,,,"England, United Kingdom",24822.72246557527,0.9724459727248488,2022-01-28
3959,England,United Kingdom,2021-01-30 05:22:49,52.3555,-1.1743,3301106,91822.0,0.0,3209284.0,"England, United Kingdom",5897.233159214823,2.7815526069141674,2021-01-29
3986,England,United Kingdom,2022-01-30 04:21:26,52.3555,-1.1743,13963618,135397.0,,,"England, United Kingdom",24945.18839813353,0.9696412491375802,2022-01-29
3959,England,United Kingdom,2021-01-31 05:22:42,52.3555,-1.1743,3322195,92920.0,0.0,3229275.0,"England, United Kingdom",5934.907426595114,2.7969459950424342,2021-01-30
3986,England,United Kingdom,2022-01-31 04:21:09,52.3555,-1.1743,14023177,135472.0,,,"England, United Kingdom",25051.587074737567,0.9660578341127692,2022-01-30
3959,England,United Kingdom,2021-02-01 05:22:53,52.3555,-1.1743,3341249,93448.0,0.0,3247801.0,"England, United Kingdom",5968.9462852732895,2.79679844273803,2021-01-31
3986,England,United Kingdom,2022-02-01 04:21:11,52.3555,-1.1743,14845382,135509.0,,,"England, United Kingdom",26520.408309097274,0.9128023785443852,2022-01-31
3959,England,United Kingdom,2021-02-02 05:22:49,52.3555,-1.1743,3358064,93816.0,0.0,3264248.0,"England, United Kingdom",5998.985301158329,2.7937525907784964,2021-02-01
3986,England,United Kingdom,2022-02-02 04:21:09,52.3555,-1.1743,14948735,136596.0,,,"England, United Kingdom",26705.04241012412,0.9137629371314696,2022-02-01
3959,England,United Kingdom,2021-02-03 05:22:52,52.3555,-1.1743,3373085,95172.0,0.0,3277913.0,"England, United Kingdom",6025.819440772314,2.8215120579528827,2021-02-02
3986,England,United Kingdom,2022-02-03 04:21:21,52.3555,-1.1743,15028951,137115.0,,,"England, United Kingdom",26848.34361132747,0.9123391246667848,2022-02-02
3959,England,United Kingdom,2021-02-04 05:22:26,52.3555,-1.1743,3390350,96345.0,0.0,3294005.0,"England, United Kingdom",6056.662355387551,2.8417420030380343,2021-02-03
3986,England,United Kingdom,2022-02-04 04:21:10,52.3555,-1.1743,15106124,137373.0,,,"England, United Kingdom",26986.208670673062,0.9093861535891008,2022-02-03
3959,England,United Kingdom,2021-02-05 05:22:38,52.3555,-1.1743,3408879,97162.0,0.0,3311717.0,"England, United Kingdom",6089.76333221383,2.8502625056506847,2021-02-04
3986,England,United Kingdom,2022-02-05 04:21:05,52.3555,-1.1743,15177316,137601.0,,,"England, United Kingdom",27113.38902267352,0.9066227520070084,2022-02-04
3959,England,United Kingdom,2021-02-06 05:23:55,52.3555,-1.1743,3426193,98054.0,0.0,3328139.0,"England, United Kingdom",6120.6937824685765,2.861893652809401,2021-02-05
3986,England,United Kingdom,2022-02-06 04:21:00,52.3555,-1.1743,15234229,137833.0,,,"England, United Kingdom",27215.060774744004,0.9047586195533754,2022-02-05
3959,England,United Kingdom,2021-02-07 05:23:00,52.3555,-1.1743,3442495,98778.0,0.0,3343717.0,"England, United Kingdom",6149.81635380119,2.869372359291735,2021-02-06
3986,England,United Kingdom,2022-02-07 04:21:05,52.3555,-1.1743,15282993,137894.0,,,"England, United Kingdom",27302.174814031427,0.902270909893108,2022-02-06
3959,England,United Kingdom,2021-02-08 05:22:39,52.3555,-1.1743,3456961,99107.0,0.0,3357854.0,"England, United Kingdom",6175.6590183146,2.866882212440349,2021-02-07
3986,England,United Kingdom,2022-02-08 04:21:15,52.3555,-1.1743,15331148,137928.0,,,"England, United Kingdom",27388.200910370648,0.8996586556988426,2022-02-07
3959,England,United Kingdom,2021-02-09 05:23:30,52.3555,-1.1743,3469231,99411.0,0.0,3369820.0,"England, United Kingdom",6197.5786570246455,2.8655053526271383,2021-02-08
3986,England,United Kingdom,2022-02-09 04:21:04,52.3555,-1.1743,15389601,138222.0,,,"England, United Kingdom",27492.623782540035,0.8981519403914371,2022-02-08
3959,England,United Kingdom,2021-02-10 05:22:41,52.3555,-1.1743,3480147,100385.0,0.0,3379762.0,"England, United Kingdom",6217.079453777609,2.884504591329045,2021-02-09
3987,England,United Kingdom,2022-02-10 04:21:14,52.3555,-1.1743,15447906,138464.0,,,"England, United Kingdom",27596.782261349264,0.8963286027245375,2022-02-09
3959,England,United Kingdom,2021-02-11 05:23:55,52.3555,-1.1743,3491698,101311.0,0.0,3390387.0,"England, United Kingdom",6237.714640960962,2.90148231605368,2021-02-10
3987,England,United Kingdom,2022-02-11 04:21:09,52.3555,-1.1743,15501331,138634.0,,,"England, United Kingdom",27692.222905039907,0.8943361057189219,2022-02-10
3959,England,United Kingdom,2021-02-12 05:23:29,52.3555,-1.1743,3503699,101905.0,0.0,3401794.0,"England, United Kingdom",6259.153726874513,2.90849756214789,2021-02-11
3987,England,United Kingdom,2022-02-12 04:21:06,52.3555,-1.1743,15547597,138794.0,,,"England, United Kingdom",27774.874413153924,0.8927038692860382,2022-02-11
3959,England,United Kingdom,2021-02-13 05:22:12,52.3555,-1.1743,3516998,102562.0,0.0,3414436.0,"England, United Kingdom",6282.911614014277,2.916180219607745,2021-02-12
3987,England,United Kingdom,2022-02-13 04:21:00,52.3555,-1.1743,15584863,138941.0,,,"England, United Kingdom",27841.447946664,0.8915124887527083,2022-02-12
3959,England,United Kingdom,2021-02-14 05:23:43,52.3555,-1.1743,3528695,103106.0,0.0,3425589.0,"England, United Kingdom",6303.8076216745385,2.921930061963417,2021-02-13
3987,England,United Kingdom,2022-02-14 04:20:51,52.3555,-1.1743,15616753,138991.0,,,"England, United Kingdom",27898.41757001065,0.890012155535789,2022-02-13
3959,England,United Kingdom,2021-02-15 05:24:49,52.3555,-1.1743,3538194,103334.0,0.0,3434860.0,"England, United Kingdom",6320.7770306481925,2.920529513079272,2021-02-14
3987,England,United Kingdom,2022-02-15 04:21:09,52.3555,-1.1743,15648433,139014.0,,,"England, United Kingdom",27955.012040616537,0.8883573198671074,2022-02-14
3959,England,United Kingdom,2021-02-16 05:24:38,52.3555,-1.1743,3546803,103544.0,0.0,3443259.0,"England, United Kingdom",6336.156506577678,2.9193614643948367,2021-02-15
3987,England,United Kingdom,2022-02-16 04:21:10,52.3555,-1.1743,15684719,139228.0,,,"England, United Kingdom",28019.8348613364,0.8876665243413031,2022-02-15
3959,England,United Kingdom,2021-02-17 05:23:10,52.3555,-1.1743,3556039,104277.0,0.0,3451762.0,"England, United Kingdom",6352.656081404572,2.932391911337305,2021-02-16
3987,England,United Kingdom,2022-02-17 04:20:56,52.3555,-1.1743,15727107,139398.0,,,"England, United Kingdom",28095.55854883774,0.8863550047697901,2022-02-16
3959,England,United Kingdom,2021-02-18 05:22:58,52.3555,-1.1743,3566965,104915.0,0.0,3462050.0,"England, United Kingdom",6372.174742573762,2.9412960317805195,2021-02-17
3987,England,United Kingdom,2022-02-18 04:21:04,52.3555,-1.1743,15767071,139554.0,,,"England, United Kingdom",28166.95190184575,0.8850978092253152,2022-02-17
3959,England,United Kingdom,2021-02-19 05:24:16,52.3555,-1.1743,3577705,105292.0,0.0,3472413.0,"England, United Kingdom",6391.361125601137,2.943003964832204,2021-02-18
3987,England,United Kingdom,2022-02-19 04:21:11,52.3555,-1.1743,15803539,139684.0,,,"England, United Kingdom",28232.099854940938,0.8838779718897141,2022-02-18
3960,England,United Kingdom,2021-02-20 05:22:51,52.3555,-1.1743,3588001,105773.0,0.0,3482228.0,"England, United Kingdom",6409.754328548052,2.947964618738958,2021-02-19
3987,England,United Kingdom,2022-02-20 04:21:00,52.3555,-1.1743,15835403,139807.0,,,"England, United Kingdom",28289.0230308054,0.8828761730913953,2022-02-19
3960,England,United Kingdom,2021-02-21 05:24:33,52.3555,-1.1743,3596965,106170.0,0.0,3490795.0,"England, United Kingdom",6425.767991253581,2.951655075876468,2021-02-20
3987,England,United Kingdom,2022-02-21 04:21:05,52.3555,-1.1743,15859074,139876.0,,,"England, United Kingdom",28331.3098904554,0.8819934883966113,2022-02-20
3960,England,United Kingdom,2021-02-22 05:24:21,52.3555,-1.1743,3605373,106360.0,0.0,3499013.0,"England, United Kingdom",6440.788392416913,2.9500415074945088,2021-02-21
3987,England,United Kingdom,2022-02-22 04:21:01,52.3555,-1.1743,15888557,139886.0,,,"England, United Kingdom",28383.979548816304,0.8804197889084578,2022-02-21
3960,England,United Kingdom,2021-02-23 05:23:41,52.3555,-1.1743,3614793,106525.0,0.0,3508268.0,"England, United Kingdom",6457.616672502376,2.9469183989235344,2021-02-22
3987,England,United Kingdom,2022-02-23 04:21:09,52.3555,-1.1743,15918472,140056.0,,,"England, United Kingdom",28437.4209499582,0.8798331900197456,2022-02-22
3960,England,United Kingdom,2021-02-24 05:29:16,52.3555,-1.1743,3622085,107008.0,0.0,3515077.0,"England, United Kingdom",6470.643404814818,2.95432050876774,2021-02-23
3987,England,United Kingdom,2022-02-24 04:21:14,52.3555,-1.1743,15947871,140196.0,,,"England, United Kingdom",28489.9405472228,0.8790891273198786,2022-02-23
3960,England,United Kingdom,2021-02-25 05:24:57,52.3555,-1.1743,3630729,107388.0,0.0,3523341.0,"England, United Kingdom",6486.085406201096,2.957753112391478,2021-02-24
3987,England,United Kingdom,2022-02-25 04:21:11,52.3555,-1.1743,15975718,140295.0,,,"England, United Kingdom",28539.68758708904,0.8781764925995814,2022-02-24
3960,England,United Kingdom,2021-02-26 05:22:40,52.3555,-1.1743,3639352,107654.0,0.0,3531698.0,"England, United Kingdom",6501.489892313299,2.9580540711643173,2021-02-25
3987,England,United Kingdom,2022-02-26 04:21:12,52.3555,-1.1743,15998983,140392.0,,,"England, United Kingdom",28581.249151440228,0.8775057764609163,2022-02-25
3960,England,United Kingdom,2021-02-27 05:22:28,52.3555,-1.1743,3646745,107954.0,0.0,3538791.0,"England, United Kingdom",6514.697055229629,2.960283759900953,2021-02-26
3987,England,United Kingdom,2022-02-27 04:21:04,52.3555,-1.1743,15998983,140392.0,,,"England, United Kingdom",28581.249151440228,0.8775057764609163,2022-02-26
3960,England,United Kingdom,2021-02-28 05:22:20,52.3555,-1.1743,3653272,108208.0,0.0,3545064.0,"England, United Kingdom",6526.357159700735,2.961947536345501,2021-02-27
3987,England,United Kingdom,2022-02-28 04:21:05,52.3555,-1.1743,15998983,140392.0,,,"England, United Kingdom",28581.249151440228,0.8775057764609163,2022-02-27
3960,England,United Kingdom,2021-03-01 05:23:01,52.3555,-1.1743,3658352,108323.0,0.0,3550029.0,"England, United Kingdom",6535.432283143851,2.960978057879613,2021-02-28
3987,England,United Kingdom,2022-03-01 04:21:09,52.3555,-1.1743,16059214,140498.0,,,"England, United Kingdom",28688.848316814703,0.874874698101663,2022-02-28
3960,England,United Kingdom,2021-03-02 05:23:30,52.3555,-1.1743,3663090,108422.0,0.0,3554668.0,"England, United Kingdom",6543.896443552017,2.959850836315788,2021-03-01
3987,England,United Kingdom,2022-03-02 04:21:07,52.3555,-1.1743,16085841,140656.0,,,"England, United Kingdom",28736.41589790129,0.8744087424462296,2022-03-01
3960,England,United Kingdom,2021-03-03 05:23:28,52.3555,-1.1743,3668620,108729.0,0.0,3559891.0,"England, United Kingdom",6553.775465725331,2.963757489192121,2021-03-02
3987,England,United Kingdom,2022-03-03 04:21:01,52.3555,-1.1743,16117745,140698.0,,,"England, United Kingdom",28793.41053143065,0.8729384910854465,2022-03-02
3960,England,United Kingdom,2021-03-04 05:24:24,52.3555,-1.1743,3674028,108993.0,0.0,3565035.0,"England, United Kingdom",6563.43654202068,2.966580548651235,2021-03-03
3987,England,United Kingdom,2022-03-04 04:21:09,52.3555,-1.1743,16150464,140842.0,,,"England, United Kingdom",28851.86111488249,0.8720616324088274,2022-03-03
3960,England,United Kingdom,2021-03-05 05:26:29,52.3555,-1.1743,3679671,109195.0,0.0,3570476.0,"England, United Kingdom",6573.517432097354,2.967520737587681,2021-03-04
3987,England,United Kingdom,2022-03-05 04:21:10,52.3555,-1.1743,16182092,140922.0,,,"England, United Kingdom",28908.362690524,0.8708515561523195,2022-03-04
3960,England,United Kingdom,2021-03-06 04:23:41,52.3555,-1.1743,3684724,109406.0,0.0,3575318.0,"England, United Kingdom",6582.544321616659,2.969177610046234,2021-03-05
3987,England,United Kingdom,2022-03-06 04:20:49,52.3555,-1.1743,16182092,140922.0,,,"England, United Kingdom",28908.362690524,0.8708515561523195,2022-03-05
3960,England,United Kingdom,2021-03-07 05:21:54,52.3555,-1.1743,3689842,109541.0,0.0,3580301.0,"England, United Kingdom",6591.687329841436,2.968717901742134,2021-03-06
3987,England,United Kingdom,2022-03-07 04:20:47,52.3555,-1.1743,16182092,140922.0,,,"England, United Kingdom",28908.362690524,0.8708515561523195,2022-03-06
3960,England,United Kingdom,2021-03-08 05:24:48,52.3555,-1.1743,3694339,109602.0,0.0,3584737.0,"England, United Kingdom",6599.72095781854,2.9667553519046304,2021-03-07
3987,England,United Kingdom,2022-03-08 04:20:54,52.3555,-1.1743,16277054,141029.0,,,"England, United Kingdom",29078.0067598951,0.8664282861014039,2022-03-07
3960,England,United Kingdom,2021-03-09 05:28:19,52.3555,-1.1743,3698242,109664.0,0.0,3588578.0,"England, United Kingdom",6606.693439471785,2.965300810493202,2021-03-08
3987,England,United Kingdom,2022-03-09 04:20:59,52.3555,-1.1743,16321911,141201.0,,,"England, United Kingdom",29158.14117176279,0.8651009063828372,2022-03-08
3960,England,United Kingdom,2021-03-10 05:24:35,52.3555,-1.1743,3703136,109871.0,0.0,3593265.0,"England, United Kingdom",6615.436284773086,2.966971777434045,2021-03-09
3987,England,United Kingdom,2022-03-10 04:20:48,52.3555,-1.1743,16373115,141296.0,,,"England, United Kingdom",29249.6141286095,0.8629756768947143,2022-03-09
3960,England,United Kingdom,2021-03-11 05:25:48,52.3555,-1.1743,3707999,110027.0,0.0,3597972.0,"England, United Kingdom",6624.123750384085,2.96728774738073,2021-03-10
3987,England,United Kingdom,2022-03-11 04:20:50,52.3555,-1.1743,16425663,141391.0,,,"England, United Kingdom",29343.48806299708,0.860793259912857,2022-03-10
3960,England,United Kingdom,2021-03-12 05:26:50,52.3555,-1.1743,3713743,110165.0,0.0,3603578.0,"England, United Kingdom",6634.385071064648,2.9664142079836973,2021-03-11
3987,England,United Kingdom,2022-03-12 04:20:50,52.3555,-1.1743,16481364,141478.0,,,"England, United Kingdom",29442.9946478209,0.8584119615342517,2022-03-11
3960,England,United Kingdom,2021-03-13 05:25:15,52.3555,-1.1743,3719272,110310.0,0.0,3608962.0,"England, United Kingdom",6644.262306796339,2.965903004674033,2021-03-12
3987,England,United Kingdom,2022-03-13 04:20:49,52.3555,-1.1743,16481364,141478.0,,,"England, United Kingdom",29442.9946478209,0.8584119615342517,2022-03-12
3960,England,United Kingdom,2021-03-14 05:25:37,52.3555,-1.1743,3723811,110416.0,0.0,3613395.0,"England, United Kingdom",6652.370965321596,2.9651343744352223,2021-03-13
3987,England,United Kingdom,2022-03-14 04:20:46,52.3555,-1.1743,16481364,141478.0,,,"England, United Kingdom",29442.9946478209,0.8584119615342517,2022-03-13
3960,England,United Kingdom,2021-03-15 05:25:51,52.3555,-1.1743,3727585,110456.0,0.0,3617129.0,"England, United Kingdom",6659.112996005517,2.963205399742729,2021-03-14
3987,England,United Kingdom,2022-03-15 04:20:47,52.3555,-1.1743,16644795,141603.0,,,"England, United Kingdom",29734.95458865396,0.850734418777762,2022-03-14
3960,England,United Kingdom,2021-03-16 05:25:13,52.3555,-1.1743,3731849,110517.0,0.0,3621332.0,"England, United Kingdom",6666.730383084541,2.9614542281855454,2021-03-15
3987,England,United Kingdom,2022-03-16 04:20:50,52.3555,-1.1743,16709007,141771.0,,,"England, United Kingdom",29849.66557812824,0.848470528499988,2022-03-15
3960,England,United Kingdom,2021-03-17 05:25:07,52.3555,-1.1743,3736240,110618.0,0.0,3625622.0,"England, United Kingdom",6674.574648249644,2.9606770443012227,2021-03-16
3987,England,United Kingdom,2022-03-17 04:20:56,52.3555,-1.1743,16785149,141887.0,,,"England, United Kingdom",29985.688816160862,0.8453127225739849,2022-03-16
3960,England,United Kingdom,2021-03-18 05:26:22,52.3555,-1.1743,3741067,110739.0,0.0,3630328.0,"England, United Kingdom",6683.197801962228,2.960091332232221,2021-03-17
3987,England,United Kingdom,2022-03-18 04:20:55,52.3555,-1.1743,16860551,141987.0,,,"England, United Kingdom",30120.390087392723,0.8421255034903664,2022-03-17
3960,England,United Kingdom,2021-03-19 05:26:09,52.3555,-1.1743,3746280,110822.0,0.0,3635458.0,"England, United Kingdom",6692.510522141158,2.958187855686174,2021-03-18
3987,England,United Kingdom,2022-03-19 04:20:47,52.3555,-1.1743,16928787,142082.0,,,"England, United Kingdom",30242.289717956595,0.8392922658900487,2022-03-18
3960,England,United Kingdom,2021-03-20 05:25:46,52.3555,-1.1743,3750089,110903.0,0.0,3639186.0,"England, United Kingdom",6699.315078281872,2.957343145722674,2021-03-19
3987,England,United Kingdom,2022-03-20 04:20:45,52.3555,-1.1743,16928787,142082.0,,,"England, United Kingdom",30242.289717956595,0.8392922658900487,2022-03-19
3960,England,United Kingdom,2021-03-21 05:25:44,52.3555,-1.1743,3754821,110985.0,0.0,3643836.0,"England, United Kingdom",6707.768520040302,2.9558000234898016,2021-03-20
3987,England,United Kingdom,2022-03-21 04:20:50,52.3555,-1.1743,16928787,142082.0,,,"England, United Kingdom",30242.289717956595,0.8392922658900487,2022-03-20
3960,England,United Kingdom,2021-03-22 05:25:43,52.3555,-1.1743,3759280,111011.0,0.0,3648269.0,"England, United Kingdom",6715.734263235746,2.952985678108574,2021-03-21
3987,England,United Kingdom,2022-03-22 04:20:54,52.3555,-1.1743,17117061,142209.0,,,"England, United Kingdom",30578.630228021408,0.8308026710893885,2022-03-21
3960,England,United Kingdom,2021-03-23 05:26:18,52.3555,-1.1743,3764026,111027.0,0.0,3652999.0,"England, United Kingdom",6724.212715176894,2.9496873826057524,2021-03-22
3987,England,United Kingdom,2022-03-23 04:20:48,52.3555,-1.1743,17191749,142409.0,,,"England, United Kingdom",30712.05597993469,0.8283566727271321,2022-03-22
3960,England,United Kingdom,2021-03-24 05:25:40,52.3555,-1.1743,3768609,111130.0,0.0,3657479.0,"England, United Kingdom",6732.399977133548,2.948833375921992,2021-03-23
