,date,areaCode,newDeaths28DaysByDeathDate,newDeaths28DaysByPublishDate
21,2022-09-01,E92000001,68.0,0.0
22,2022-08-31,E92000001,92.0,456.0
23,2022-08-30,E92000001,62.0,0.0
24,2022-08-29,E92000001,65.0,0.0
25,2022-08-28,E92000001,78.0,0.0
26,2022-08-27,E92000001,75.0,0.0
27,2022-08-26,E92000001,71.0,0.0
28,2022-08-25,E92000001,69.0,0.0
29,2022-08-24,E92000001,67.0,723.0
30,2022-08-23,E92000001,78.0,0.0
31,2022-08-22,E92000001,85.0,0.0
32,2022-08-21,E92000001,91.0,0.0
33,2022-08-20,E92000001,96.0,0.0
34,2022-08-19,E92000001,76.0,0.0
35,2022-08-18,E92000001,87.0,0.0
36,2022-08-17,E92000001,82.0,895.0
37,2022-08-16,E92000001,106.0,0.0
38,2022-08-15,E92000001,125.0,0.0
39,2022-08-14,E92000001,107.0,0.0
40,2022-08-13,E92000001,130.0,0.0
41,2022-08-12,E92000001,133.0,0.0
42,2022-08-11,E92000001,145.0,0.0
43,2022-08-10,E92000001,116.0,990.0
44,2022-08-09,E92000001,124.0,0.0
45,2022-08-08,E92000001,128.0,0.0
46,2022-08-07,E92000001,128.0,0.0
47,2022-08-06,E92000001,115.0,0.0
48,2022-08-05,E92000001,122.0,0.0
49,2022-08-04,E92000001,120.0,0.0
50,2022-08-03,E92000001,153.0,1075.0
51,2022-08-02,E92000001,148.0,0.0
52,2022-08-01,E92000001,151.0,0.0
53,2022-07-31,E92000001,142.0,0.0
54,2022-07-30,E92000001,129.0,0.0
55,2022-07-29,E92000001,172.0,0.0
56,2022-07-28,E92000001,172.0,0.0
57,2022-07-27,E92000001,145.0,1197.0
58,2022-07-26,E92000001,142.0,0.0
59,2022-07-25,E92000001,147.0,0.0
60,2022-07-24,E92000001,178.0,0.0
61,2022-07-23,E92000001,157.0,0.0
62,2022-07-22,E92000001,148.0,0.0
63,2022-07-21,E92000001,150.0,0.0
64,2022-07-20,E92000001,209.0,1100.0
65,2022-07-19,E92000001,302.0,0.0
66,2022-07-18,E92000001,161.0,0.0
67,2022-07-17,E92000001,192.0,0.0
68,2022-07-16,E92000001,159.0,0.0
69,2022-07-15,E92000001,142.0,0.0
70,2022-07-14,E92000001,142.0,0.0
71,2022-07-13,E92000001,159.0,850.0
72,2022-07-12,E92000001,163.0,0.0
73,2022-07-11,E92000001,148.0,0.0
74,2022-07-10,E92000001,150.0,0.0
75,2022-07-09,E92000001,145.0,0.0
76,2022-07-08,E92000001,132.0,0.0
77,2022-07-07,E92000001,119.0,0.0
78,2022-07-06,E92000001,131.0,301.0
79,2022-07-05,E92000001,113.0,0.0
80,2022-07-04,E92000001,117.0,0.0
81,2022-07-03,E92000001,97.0,0.0
82,2022-07-02,E92000001,106.0,0.0
83,2022-07-01,E92000001,92.0,87.0
84,2022-06-30,E92000001,84.0,68.0
85,2022-06-29,E92000001,85.0,117.0
86,2022-06-28,E92000001,68.0,117.0
87,2022-06-27,E92000001,73.0,84.0
88,2022-06-26,E92000001,66.0,0.0
89,2022-06-25,E92000001,71.0,0.0
90,2022-06-24,E92000001,55.0,68.0
91,2022-06-23,E92000001,72.0,64.0
92,2022-06-22,E92000001,65.0,77.0
93,2022-06-21,E92000001,56.0,105.0
94,2022-06-20,E92000001,60.0,64.0
95,2022-06-19,E92000001,58.0,0.0
96,2022-06-18,E92000001,51.0,0.0
97,2022-06-17,E92000001,52.0,65.0
98,2022-06-16,E92000001,58.0,50.0
99,2022-06-15,E92000001,46.0,48.0
100,2022-06-14,E92000001,37.0,89.0
101,2022-06-13,E92000001,37.0,57.0
102,2022-06-12,E92000001,31.0,0.0
103,2022-06-11,E92000001,43.0,0.0
104,2022-06-10,E92000001,53.0,52.0
105,2022-06-09,E92000001,36.0,60.0
106,2022-06-08,E92000001,41.0,85.0
107,2022-06-07,E92000001,40.0,132.0
108,2022-06-06,E92000001,51.0,78.0
109,2022-06-05,E92000001,45.0,0.0
110,2022-06-04,E92000001,48.0,0.0
111,2022-06-03,E92000001,35.0,0.0
112,2022-06-02,E92000001,46.0,0.0
113,2022-06-01,E92000001,40.0,90.0
114,2022-05-31,E92000001,56.0,110.0
115,2022-05-30,E92000001,59.0,67.0
116,2022-05-29,E92000001,36.0,0.0
117,2022-05-28,E92000001,54.0,0.0
118,2022-05-27,E92000001,54.0,61.0
119,2022-05-26,E92000001,63.0,60.0
120,2022-05-25,E92000001,44.0,91.0
121,2022-05-24,E92000001,45.0,127.0
122,2022-05-23,E92000001,60.0,85.0
123,2022-05-22,E92000001,62.0,0.0
124,2022-05-21,E92000001,63.0,0.0
125,2022-05-20,E92000001,67.0,80.0
126,2022-05-19,E92000001,58.0,123.0
127,2022-05-18,E92000001,57.0,122.0
128,2022-05-17,E92000001,84.0,181.0
129,2022-05-16,E92000001,68.0,128.0
130,2022-05-15,E92000001,84.0,0.0
131,2022-05-14,E92000001,83.0,0.0
132,2022-05-13,E92000001,90.0,141.0
133,2022-05-12,E92000001,101.0,128.0
134,2022-05-11,E92000001,92.0,200.0
135,2022-05-10,E92000001,107.0,272.0
136,2022-05-09,E92000001,105.0,180.0
137,2022-05-08,E92000001,106.0,0.0
138,2022-05-07,E92000001,118.0,0.0
139,2022-05-06,E92000001,124.0,203.0
140,2022-05-05,E92000001,118.0,393.0
141,2022-05-04,E92000001,125.0,195.0
142,2022-05-03,E92000001,123.0,367.0
143,2022-05-02,E92000001,140.0,0.0
144,2022-05-01,E92000001,158.0,0.0
145,2022-04-30,E92000001,166.0,0.0
146,2022-04-29,E92000001,155.0,182.0
147,2022-04-28,E92000001,170.0,204.0
148,2022-04-27,E92000001,163.0,262.0
149,2022-04-26,E92000001,154.0,413.0
150,2022-04-25,E92000001,168.0,294.0
151,2022-04-24,E92000001,161.0,0.0
152,2022-04-23,E92000001,179.0,0.0
153,2022-04-22,E92000001,191.0,243.0
154,2022-04-21,E92000001,182.0,624.0
155,2022-04-20,E92000001,209.0,443.0
156,2022-04-19,E92000001,178.0,411.0
157,2022-04-18,E92000001,226.0,0.0
158,2022-04-17,E92000001,225.0,0.0
159,2022-04-16,E92000001,229.0,0.0
160,2022-04-15,E92000001,216.0,0.0
161,2022-04-14,E92000001,239.0,295.0
162,2022-04-13,E92000001,263.0,615.0
163,2022-04-12,E92000001,253.0,240.0
164,2022-04-11,E92000001,238.0,301.0
165,2022-04-10,E92000001,245.0,0.0
166,2022-04-09,E92000001,241.0,0.0
167,2022-04-08,E92000001,267.0,302.0
168,2022-04-07,E92000001,246.0,274.0
169,2022-04-06,E92000001,245.0,184.0
170,2022-04-05,E92000001,225.0,313.0
171,2022-04-04,E92000001,211.0,152.0
172,2022-04-03,E92000001,231.0,0.0
173,2022-04-02,E92000001,254.0,0.0
174,2022-04-01,E92000001,216.0,134.0
175,2022-03-31,E92000001,222.0,136.0
176,2022-03-30,E92000001,212.0,156.0
177,2022-03-29,E92000001,204.0,251.0
178,2022-03-28,E92000001,188.0,143.0
179,2022-03-27,E92000001,186.0,0.0
180,2022-03-26,E92000001,186.0,0.0
181,2022-03-25,E92000001,180.0,123.0
182,2022-03-24,E92000001,175.0,111.0
183,2022-03-23,E92000001,164.0,137.0
184,2022-03-22,E92000001,185.0,200.0
185,2022-03-21,E92000001,145.0,127.0
186,2022-03-20,E92000001,155.0,0.0
187,2022-03-19,E92000001,149.0,0.0
188,2022-03-18,E92000001,162.0,95.0
189,2022-03-17,E92000001,159.0,100.0
190,2022-03-16,E92000001,145.0,116.0
191,2022-03-15,E92000001,132.0,168.0
192,2022-03-14,E92000001,155.0,125.0
193,2022-03-13,E92000001,126.0,0.0
194,2022-03-12,E92000001,126.0,0.0
195,2022-03-11,E92000001,119.0,87.0
196,2022-03-10,E92000001,128.0,95.0
197,2022-03-09,E92000001,123.0,95.0
198,2022-03-08,E92000001,128.0,172.0
199,2022-03-07,E92000001,117.0,107.0
200,2022-03-06,E92000001,106.0,0.0
201,2022-03-05,E92000001,107.0,0.0
202,2022-03-04,E92000001,108.0,80.0
203,2022-03-03,E92000001,140.0,144.0
204,2022-03-02,E92000001,128.0,42.0
205,2022-03-01,E92000001,111.0,158.0
206,2022-02-28,E92000001,119.0,106.0
207,2022-02-27,E92000001,107.0,0.0
208,2022-02-26,E92000001,116.0,0.0
209,2022-02-25,E92000001,122.0,97.0
210,2022-02-24,E92000001,137.0,99.0
211,2022-02-23,E92000001,121.0,140.0
212,2022-02-22,E92000001,120.0,170.0
213,2022-02-21,E92000001,124.0,10.0
214,2022-02-20,E92000001,145.0,69.0
215,2022-02-19,E92000001,137.0,123.0
216,2022-02-18,E92000001,131.0,130.0
217,2022-02-17,E92000001,144.0,156.0
218,2022-02-16,E92000001,150.0,170.0
219,2022-02-15,E92000001,149.0,214.0
220,2022-02-14,E92000001,169.0,23.0
221,2022-02-13,E92000001,156.0,50.0
222,2022-02-12,E92000001,149.0,147.0
223,2022-02-11,E92000001,149.0,160.0
224,2022-02-10,E92000001,165.0,170.0
225,2022-02-09,E92000001,160.0,242.0
226,2022-02-08,E92000001,166.0,294.0
227,2022-02-07,E92000001,156.0,34.0
228,2022-02-06,E92000001,193.0,61.0
229,2022-02-05,E92000001,195.0,232.0
230,2022-02-04,E92000001,179.0,228.0
231,2022-02-03,E92000001,206.0,258.0
232,2022-02-02,E92000001,228.0,519.0
233,2022-02-01,E92000001,228.0,185.0
234,2022-01-31,E92000001,230.0,37.0
235,2022-01-30,E92000001,217.0,75.0
236,2022-01-29,E92000001,239.0,275.0
237,2022-01-28,E92000001,226.0,247.0
238,2022-01-27,E92000001,262.0,302.0
239,2022-01-26,E92000001,239.0,300.0
240,2022-01-25,E92000001,214.0,409.0
241,2022-01-24,E92000001,251.0,44.0
242,2022-01-23,E92000001,224.0,58.0
243,2022-01-22,E92000001,259.0,262.0
244,2022-01-21,E92000001,270.0,255.0
245,2022-01-20,E92000001,228.0,280.0
246,2022-01-19,E92000001,243.0,301.0
247,2022-01-18,E92000001,255.0,400.0
248,2022-01-17,E92000001,260.0,63.0
249,2022-01-16,E92000001,251.0,79.0
250,2022-01-15,E92000001,257.0,266.0
251,2022-01-14,E92000001,253.0,221.0
252,2022-01-13,E92000001,235.0,284.0
253,2022-01-12,E92000001,227.0,361.0
254,2022-01-11,E92000001,248.0,358.0
255,2022-01-10,E92000001,248.0,55.0
256,2022-01-09,E92000001,235.0,84.0
257,2022-01-08,E92000001,222.0,282.0
258,2022-01-07,E92000001,230.0,193.0
259,2022-01-06,E92000001,224.0,203.0
260,2022-01-05,E92000001,196.0,316.0
261,2022-01-04,E92000001,180.0,25.0
262,2022-01-03,E92000001,161.0,42.0
263,2022-01-02,E92000001,155.0,59.0
264,2022-01-01,E92000001,164.0,154.0
265,2021-12-31,E92000001,149.0,178.0
266,2021-12-30,E92000001,176.0,317.0
267,2021-12-29,E92000001,105.0,38.0
268,2021-12-28,E92000001,145.0,15.0
269,2021-12-27,E92000001,128.0,143.0
270,2021-12-26,E92000001,108.0,0.0
271,2021-12-25,E92000001,95.0,0.0
272,2021-12-24,E92000001,114.0,114.0
273,2021-12-23,E92000001,123.0,125.0
274,2021-12-22,E92000001,115.0,123.0
275,2021-12-21,E92000001,89.0,154.0
276,2021-12-20,E92000001,101.0,35.0
277,2021-12-19,E92000001,92.0,38.0
278,2021-12-18,E92000001,92.0,111.0
279,2021-12-17,E92000001,114.0,98.0
280,2021-12-16,E92000001,91.0,122.0
281,2021-12-15,E92000001,95.0,129.0
282,2021-12-14,E92000001,110.0,138.0
283,2021-12-13,E92000001,92.0,26.0
284,2021-12-12,E92000001,106.0,44.0
285,2021-12-11,E92000001,79.0,117.0
286,2021-12-10,E92000001,95.0,90.0
287,2021-12-09,E92000001,103.0,113.0
288,2021-12-08,E92000001,98.0,134.0
289,2021-12-07,E92000001,95.0,161.0
290,2021-12-06,E92000001,111.0,34.0
291,2021-12-05,E92000001,92.0,41.0
292,2021-12-04,E92000001,119.0,104.0
293,2021-12-03,E92000001,114.0,115.0
294,2021-12-02,E92000001,85.0,104.0
295,2021-12-01,E92000001,104.0,141.0
296,2021-11-30,E92000001,88.0,143.0
297,2021-11-29,E92000001,107.0,21.0
298,2021-11-28,E92000001,93.0,40.0
299,2021-11-27,E92000001,88.0,112.0
300,2021-11-26,E92000001,107.0,125.0
301,2021-11-25,E92000001,110.0,113.0
302,2021-11-24,E92000001,98.0,129.0
303,2021-11-23,E92000001,121.0,140.0
304,2021-11-22,E92000001,94.0,34.0
305,2021-11-21,E92000001,90.0,47.0
306,2021-11-20,E92000001,100.0,133.0
307,2021-11-19,E92000001,104.0,123.0
308,2021-11-18,E92000001,113.0,144.0
309,2021-11-17,E92000001,99.0,159.0
310,2021-11-16,E92000001,130.0,190.0
311,2021-11-15,E92000001,137.0,29.0
312,2021-11-14,E92000001,106.0,51.0
313,2021-11-13,E92000001,110.0,141.0
314,2021-11-12,E92000001,119.0,122.0
315,2021-11-11,E92000001,123.0,151.0
316,2021-11-10,E92000001,119.0,170.0
317,2021-11-09,E92000001,126.0,230.0
318,2021-11-08,E92000001,127.0,32.0
319,2021-11-07,E92000001,135.0,47.0
320,2021-11-06,E92000001,140.0,125.0
321,2021-11-05,E92000001,128.0,151.0
322,2021-11-04,E92000001,120.0,152.0
323,2021-11-03,E92000001,129.0,181.0
324,2021-11-02,E92000001,128.0,255.0
